id,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,odd_time_signature,valence,cluster
4TUStFzBGQqn0GrkzVWFV4,0.33,-0.964194077509374,0.283,0.0947,0.235,-0.0854191410697905,1,0.061,1.3723705480141442,0,0.287,2
1WadE5KTwPPMruyCPSnVos,0.342,-0.5308006987603352,0.125,0.000376,0.43,-0.0170099464949085,1,0.0486,-0.005298135325068,1,0.371,2
1GqRmuG89ILDLcuAdcli6r,0.533,-0.7445462704808984,0.353,0.0,0.0975,0.6438857781049555,1,0.03,-0.0073026623187638,0,0.372,2
2ctvdKmETyOzPb2GiJJT53,0.431,-0.5770074413103261,0.373,0.728,0.143,0.0775441414088792,0,0.0346,0.3927812089639121,0,0.253,2
4gJrRkskBk1oyooA4qm67a,0.418,-0.428915419309648,0.785,1.08e-05,0.764,0.9729575933875766,1,0.185,-0.0552798657744274,0,0.233,2
1yZqNn4TSQ9cpdahcFXfwI,0.386,-0.3933421062665813,0.335,0.796,0.813,0.4994008412873169,1,0.0344,1.7317066574577633,0,0.125,2
3Y8gNcoJu1uJ5L1BZuGvqB,0.348,-0.1925673432944023,0.633,0.473,0.346,0.7881741367772638,1,0.048,0.2594637333340303,0,0.0805,2
6mFkJmJqdDVQ1REhVfGgd1,0.481,0.1999665770043238,0.262,0.0114,0.832,-0.0380438080452316,1,0.0414,0.2188802769862598,0,0.375,2
73OIUNKRi2y24Cu9cOLrzM,0.389,-0.3143462126673756,0.563,0.903,0.104,-1.1115570596930178,1,0.0622,1.616528508065913,0,0.134,2
2Daa7Ho3dsxTcdkrFABz0D,0.334,1.0318290321943877,0.581,0.248,0.876,0.6071256649282228,1,0.0657,0.4542314627050707,0,0.0605,2
3ieDOGcOqVxScs2VZBzidt,0.442,-0.000681205606649,0.56,0.0322,0.151,0.3647448117361848,1,0.0361,1.6556989371886195,0,0.475,2
3c8LKbUsjW9lMYQzVScXQT,0.303,-0.5087907694846144,0.341,0.682,0.106,0.1937218252989801,1,0.0271,1.5828787434504337,0,0.038,2
5HNCy40Ni5BZJFw1TKzRsC,0.472,0.4236072109462794,0.366,0.312,0.0837,0.5782286775646951,0,0.0286,0.3602487216891814,0,0.171,2
3Y8gNcoJu1uJ5L1BZuGvqB,0.348,-0.1925673432944023,0.633,0.473,0.346,0.7881741367772638,1,0.048,0.2594637333340303,0,0.0805,2
5OFi9CIyD6s1oENyHapK2W,0.292,-0.1724950402711595,0.454,0.509,0.719,0.1270818340320692,1,0.0316,1.140798388594923,1,0.105,2
32s9tDIJi5HBI9iE2NQ3dn,0.537,-0.6631753738295049,0.632,0.893,0.135,0.5955275543537458,1,0.0649,1.5738748025279323,0,0.189,2
3ieDOGcOqVxScs2VZBzidt,0.442,-0.000681205606649,0.56,0.0322,0.151,0.3647448117361848,1,0.0361,1.6556989371886195,0,0.475,2
6n8xwCfq8u2AmbZWVG6Lyv,0.328,0.3079610227219258,0.447,0.0277,0.103,0.9609663265224392,1,0.0305,0.4451617995860554,0,0.0425,2
3Y8gNcoJu1uJ5L1BZuGvqB,0.348,-0.1925673432944023,0.633,0.473,0.346,0.7881741367772638,1,0.048,0.2594637333340303,0,0.0805,2
0X0SM0KFf88MFvvnJNmi6D,0.402,-0.1218910148423654,0.404,0.87,0.375,0.2464047682474524,0,0.0418,0.1730061838190634,0,0.557,2
3ieDOGcOqVxScs2VZBzidt,0.442,-0.000681205606649,0.56,0.0322,0.151,0.3647448117361848,1,0.0361,1.6556989371886195,0,0.475,2
6SlI8JYwFaESqre47wrQZz,0.251,-0.4878484158382928,0.408,0.000377,0.162,0.9664705145916828,1,0.0349,0.1111287358005597,0,0.292,2
3TO7bbrUKrOSPGRTB5MeCz,0.359,0.5724564121378529,0.48,0.0043,0.178,0.7364740845554422,1,0.0841,0.1342300878754445,0,0.355,2
2GoeLsETNdx8lRoWW2aeNj,0.602,0.5503900471460406,0.426,0.0473,0.104,0.043142965976108,1,0.0404,0.2037313106896427,0,0.363,2
1057KuzIH4fWCyI5Gb5kX2,0.428,0.1223486554730211,0.284,0.00444,0.104,0.2501397530087247,1,0.054,0.5411162064973827,0,0.169,2
3ieDOGcOqVxScs2VZBzidt,0.442,-0.000681205606649,0.56,0.0322,0.151,0.3647448117361848,1,0.0361,1.6556989371886195,0,0.475,2
3ieDOGcOqVxScs2VZBzidt,0.442,-0.000681205606649,0.56,0.0322,0.151,0.3647448117361848,1,0.0361,1.6556989371886195,0,0.475,2
5VWC7v2dC2K0SIIjT9WTLN,0.381,0.7499185213878635,0.358,0.169,0.0747,0.6120401185614759,1,0.0365,0.5609643098447938,0,0.036,2
32s9tDIJi5HBI9iE2NQ3dn,0.537,-0.6631753738295049,0.632,0.893,0.135,0.5955275543537458,1,0.0649,1.5738748025279323,0,0.189,2
4fnJmewCdmTfErfSYSysyM,0.673,-0.0885939423483263,0.386,0.000165,0.0872,0.403077550075558,1,0.0411,0.2917990540192172,0,0.194,2
2BHA4gy0Of1rFtRblQVcik,0.444,0.1609130614689422,0.456,0.908,0.155,0.3545227481790183,0,0.0438,0.6377606964721138,0,0.135,2
5OFi9CIyD6s1oENyHapK2W,0.292,-0.1724950402711595,0.454,0.509,0.719,0.1270818340320692,1,0.0316,1.140798388594923,1,0.105,2
5HNCy40Ni5BZJFw1TKzRsC,0.472,0.4236072109462794,0.366,0.312,0.0837,0.5782286775646951,0,0.0286,0.3602487216891814,0,0.171,2
1yZqNn4TSQ9cpdahcFXfwI,0.386,-0.3933421062665813,0.335,0.796,0.813,0.4994008412873169,1,0.0344,1.7317066574577633,0,0.125,2
1057KuzIH4fWCyI5Gb5kX2,0.428,0.1223486554730211,0.284,0.00444,0.104,0.2501397530087247,1,0.054,0.5411162064973827,0,0.169,2
6mFkJmJqdDVQ1REhVfGgd1,0.481,0.1999665770043238,0.262,0.0114,0.832,-0.0380438080452316,1,0.0414,0.2188802769862598,0,0.375,2
3c8LKbUsjW9lMYQzVScXQT,0.303,-0.5087907694846144,0.341,0.682,0.106,0.1937218252989801,1,0.0271,1.5828787434504337,0,0.038,2
325toqbCzE1g1pYIED7U4C,0.469,0.376243536216411,0.6,0.00606,0.273,0.8613012068400684,1,0.0288,-0.1240252833287073,0,0.135,2
2BHA4gy0Of1rFtRblQVcik,0.444,0.1609130614689422,0.456,0.908,0.155,0.3545227481790183,0,0.0438,0.6377606964721138,0,0.135,2
4gJrRkskBk1oyooA4qm67a,0.418,-0.428915419309648,0.785,1.08e-05,0.764,0.9729575933875766,1,0.185,-0.0552798657744274,0,0.233,2
1WadE5KTwPPMruyCPSnVos,0.342,-0.5308006987603352,0.125,0.000376,0.43,-0.0170099464949085,1,0.0486,-0.005298135325068,1,0.371,2
3c8LKbUsjW9lMYQzVScXQT,0.303,-0.5087907694846144,0.341,0.682,0.106,0.1937218252989801,1,0.0271,1.5828787434504337,0,0.038,2
1bQ4zbP8Fo0qAePTSOfYji,0.287,0.4092349152482873,0.499,0.000652,0.102,0.8732924737052058,1,0.0437,1.9794464772195788,0,0.142,2
5VWC7v2dC2K0SIIjT9WTLN,0.381,0.7499185213878635,0.358,0.169,0.0747,0.6120401185614759,1,0.0365,0.5609643098447938,0,0.036,2
0ng5q14OCwukb4W09AuuQv,0.11,-0.4370562713558602,0.766,0.81,0.0615,1.2039369141504677,1,0.0609,2.1107594258557647,0,0.306,2
2Daa7Ho3dsxTcdkrFABz0D,0.334,1.0318290321943877,0.581,0.248,0.876,0.6071256649282228,1,0.0657,0.4542314627050707,0,0.0605,2
2ctvdKmETyOzPb2GiJJT53,0.431,-0.5770074413103261,0.373,0.728,0.143,0.0775441414088792,0,0.0346,0.3927812089639121,0,0.253,2
2gTnu5RZNVFVnWdjLnyUA5,0.251,-0.4179245636008105,0.148,0.432,0.106,-1.0850190100734518,1,0.0432,2.968729840255715,0,0.0569,2
66YHxyGAUGjMBDdrDlWIMD,0.315,-0.3547212645545686,0.218,0.0012,0.226,0.0631939367997803,1,0.0728,1.960748512311172,0,0.156,2
6q3URBXG6Tr9pMU0bOlvrc,0.331,-0.4993236781102498,0.775,0.0607,0.0699,0.9487784815119716,1,0.117,1.1501638015982545,0,0.661,2
3kbUFmLV5SHVQonfOpNgkd,0.691,-0.3252477118257348,0.324,0.0223,0.0674,0.0335106368549322,1,0.0446,0.1795455423722669,0,0.543,2
6q3URBXG6Tr9pMU0bOlvrc,0.331,-0.4993236781102498,0.775,0.0607,0.0699,0.9487784815119716,1,0.117,1.1501638015982545,0,0.661,2
4pfuHQ4hdkUyDEYsMhgXHm,0.695,-0.1666633496083616,0.388,0.00213,0.0583,0.5281012505055146,1,0.0326,0.2698478403833384,0,0.639,2
1GEOSS415bZVHNuXWlCT6b,0.578,0.2006673204791277,0.15,0.00707,0.0825,-0.3535517313000746,1,0.0334,0.6250105903482797,0,0.12,2
5VWC7v2dC2K0SIIjT9WTLN,0.381,0.7499185213878635,0.358,0.169,0.0747,0.6120401185614759,1,0.0365,0.5609643098447938,0,0.036,2
1GqRmuG89ILDLcuAdcli6r,0.533,-0.7445462704808984,0.353,0.0,0.0975,0.6438857781049555,1,0.03,-0.0073026623187638,0,0.372,2
4572xNdecYYfXEke0hvbfz,0.507,-0.7354271993557654,0.327,0.46,0.0792,0.281592256261544,1,0.0315,-0.0984593488845251,0,0.221,2
1GEOSS415bZVHNuXWlCT6b,0.578,0.2006673204791277,0.15,0.00707,0.0825,-0.3535517313000746,1,0.0334,0.6250105903482797,0,0.12,2
0X0SM0KFf88MFvvnJNmi6D,0.402,-0.1218910148423654,0.404,0.87,0.375,0.2464047682474524,0,0.0418,0.1730061838190634,0,0.557,2
6q3URBXG6Tr9pMU0bOlvrc,0.331,-0.4993236781102498,0.775,0.0607,0.0699,0.9487784815119716,1,0.117,1.1501638015982545,0,0.661,2
4TUStFzBGQqn0GrkzVWFV4,0.33,-0.964194077509374,0.283,0.0947,0.235,-0.0854191410697905,1,0.061,1.3723705480141442,0,0.287,2
4572xNdecYYfXEke0hvbfz,0.507,-0.7354271993557654,0.327,0.46,0.0792,0.281592256261544,1,0.0315,-0.0984593488845251,0,0.221,2
3h31xJfV4OpCYKlzSpazLy,0.593,0.0773223599846127,0.706,0.0129,0.0806,0.5357677981733893,1,0.0467,0.0367312093460236,0,0.345,2
05uGBKRCuePsf43Hfm0JwX,0.324,-0.3083169969982572,0.265,0.341,0.366,0.4203764268646088,1,0.0302,0.5707240560272139,0,0.208,2
0j9iv7tRpEpTGSGpkCMJve,0.231,-0.328257616683953,0.376,0.000572,0.0606,0.9118217901899092,1,0.0335,0.412267840230494,0,0.344,2
05uGBKRCuePsf43Hfm0JwX,0.324,-0.3083169969982572,0.265,0.341,0.366,0.4203764268646088,1,0.0302,0.5707240560272139,0,0.208,2
7krbQbYq63hcwVMNW1R0tD,0.361,0.097201840977876,0.211,0.00174,0.0857,-0.1135298158519978,1,0.0313,0.8683470229436158,0,0.222,2
4fnJmewCdmTfErfSYSysyM,0.673,-0.0885939423483263,0.386,0.000165,0.0872,0.403077550075558,1,0.0411,0.2917990540192172,0,0.194,2
3CmHvyZQQAGkKkTjTBFWN6,0.454,0.0729344830584915,0.65,0.0488,0.589,1.050802538938304,0,0.0437,0.1299581451019951,0,0.72,2
4fnJmewCdmTfErfSYSysyM,0.673,-0.0885939423483263,0.386,0.000165,0.0872,0.403077550075558,1,0.0411,0.2917990540192172,0,0.194,2
6SlI8JYwFaESqre47wrQZz,0.251,-0.4878484158382928,0.408,0.000377,0.162,0.9664705145916828,1,0.0349,0.1111287358005597,0,0.292,2
325toqbCzE1g1pYIED7U4C,0.469,0.376243536216411,0.6,0.00606,0.273,0.8613012068400684,1,0.0288,-0.1240252833287073,0,0.135,2
0EaLRxrtnq7Mqhdf8q9txr,0.717,-0.1347489521585665,0.499,0.445,0.86,0.0171946507925322,1,0.0354,0.0254269915455112,0,0.419,2
6p9UFDNfGrzS5Byd2r9KPk,0.297,0.1681885658684166,0.327,0.905,0.0786,0.2200632967732163,1,0.0482,0.481473313160376,0,0.334,2
1IAiDrvZCOx8AHlNZGY5yU,0.443,-0.1219098267477293,0.152,0.000117,0.132,0.7238930832543145,1,0.037,0.6443329161235742,1,0.201,2
1GqRmuG89ILDLcuAdcli6r,0.533,-0.7445462704808984,0.353,0.0,0.0975,0.6438857781049555,1,0.03,-0.0073026623187638,0,0.372,2
7eevs3p1r2gE7EMHQ6NHmz,0.429,-0.3851354125515956,0.224,0.000359,0.116,0.120005020800185,1,0.029,0.0741928613593501,0,0.139,2
4YJ1sPlEa0nSUVzsLlZ7Zz,0.135,-0.4009985517496739,0.835,0.00553,0.0364,1.2629103577495038,0,0.0497,2.1930764769903117,0,0.27,2
2gTnu5RZNVFVnWdjLnyUA5,0.251,-0.4179245636008105,0.148,0.432,0.106,-1.0850190100734518,1,0.0432,2.968729840255715,0,0.0569,2
3TO7bbrUKrOSPGRTB5MeCz,0.359,0.5724564121378529,0.48,0.0043,0.178,0.7364740845554422,1,0.0841,0.1342300878754445,0,0.355,2
4GIq6ZUGqM8qRTJF1BOery,0.429,-1.0295748546014831,0.215,0.778,0.0605,-0.5658561282566041,1,0.0328,1.4555748488016382,1,0.582,2
2loweLvzkHJTe7sbbw1nO8,0.439,-0.2091782557306942,0.265,0.000833,0.103,0.52043470283764,1,0.0308,-0.0509093397062061,0,0.247,2
5OFi9CIyD6s1oENyHapK2W,0.292,-0.1724950402711595,0.454,0.509,0.719,0.1270818340320692,1,0.0316,1.140798388594923,1,0.105,2
2gTnu5RZNVFVnWdjLnyUA5,0.251,-0.4179245636008105,0.148,0.432,0.106,-1.0850190100734518,1,0.0432,2.968729840255715,0,0.0569,2
2YcxeBmk9hvMH7RFFyqnIr,0.334,-0.0911053317144021,0.651,0.631,0.0898,0.7474824606939288,0,0.0401,0.1890752608668847,0,0.34,2
3KvKMHMlRj30a7IjHXQVzu,0.714,0.1092038366000212,0.224,0.201,0.243,-0.0117023365709954,1,0.0319,0.6266207841628878,1,0.339,2
2TjdnqlpwOjhijHCwHCP2d,0.274,-0.0392832354132979,0.217,0.896,0.0832,0.3385999184072787,1,0.0345,0.0043958886608366,0,0.181,2
5HNCy40Ni5BZJFw1TKzRsC,0.472,0.4236072109462794,0.366,0.312,0.0837,0.5782286775646951,0,0.0286,0.3602487216891814,0,0.171,2
4fnJmewCdmTfErfSYSysyM,0.673,-0.0885939423483263,0.386,0.000165,0.0872,0.403077550075558,1,0.0411,0.2917990540192172,0,0.194,2
325toqbCzE1g1pYIED7U4C,0.469,0.376243536216411,0.6,0.00606,0.273,0.8613012068400684,1,0.0288,-0.1240252833287073,0,0.135,2
2loweLvzkHJTe7sbbw1nO8,0.439,-0.2091782557306942,0.265,0.000833,0.103,0.52043470283764,1,0.0308,-0.0509093397062061,0,0.247,2
66YHxyGAUGjMBDdrDlWIMD,0.315,-0.3547212645545686,0.218,0.0012,0.226,0.0631939367997803,1,0.0728,1.960748512311172,0,0.156,2
0L0HAZg6FGrBAS6QE7B1eI,0.429,-0.2012067108327568,0.3,0.000474,0.231,0.9527100444185744,1,0.0336,0.2353436872131688,1,0.0524,2
6mFkJmJqdDVQ1REhVfGgd1,0.481,0.1999665770043238,0.262,0.0114,0.832,-0.0380438080452316,1,0.0414,0.2188802769862598,0,0.375,2
6FBPOJLxUZEair6x4kLDhf,0.277,-0.4034958321867269,0.672,0.936,0.423,0.5807841934539867,1,0.0901,1.1299870872682698,0,0.505,2
4572xNdecYYfXEke0hvbfz,0.507,-0.7354271993557654,0.327,0.46,0.0792,0.281592256261544,1,0.0315,-0.0984593488845251,0,0.221,2
66YHxyGAUGjMBDdrDlWIMD,0.315,-0.3547212645545686,0.218,0.0012,0.226,0.0631939367997803,1,0.0728,1.960748512311172,0,0.156,2
0vFOzaXqZHahrZp6enQwQb,0.468,0.4261327092413782,0.536,0.00199,0.269,1.0053929873670462,0,0.144,0.3304437055698067,1,0.785,2
3KvKMHMlRj30a7IjHXQVzu,0.714,0.1092038366000212,0.224,0.201,0.243,-0.0117023365709954,1,0.0319,0.6266207841628878,1,0.339,2
3CmHvyZQQAGkKkTjTBFWN6,0.454,0.0729344830584915,0.65,0.0488,0.589,1.050802538938304,0,0.0437,0.1299581451019951,0,0.72,2
2ctvdKmETyOzPb2GiJJT53,0.431,-0.5770074413103261,0.373,0.728,0.143,0.0775441414088792,0,0.0346,0.3927812089639121,0,0.253,2
4pfuHQ4hdkUyDEYsMhgXHm,0.695,-0.1666633496083616,0.388,0.00213,0.0583,0.5281012505055146,1,0.0326,0.2698478403833384,0,0.639,2
05uGBKRCuePsf43Hfm0JwX,0.324,-0.3083169969982572,0.265,0.341,0.366,0.4203764268646088,1,0.0302,0.5707240560272139,0,0.208,2
1WadE5KTwPPMruyCPSnVos,0.342,-0.5308006987603352,0.125,0.000376,0.43,-0.0170099464949085,1,0.0486,-0.005298135325068,1,0.371,2
7krbQbYq63hcwVMNW1R0tD,0.361,0.097201840977876,0.211,0.00174,0.0857,-0.1135298158519978,1,0.0313,0.8683470229436158,0,0.222,2
1GEOSS415bZVHNuXWlCT6b,0.578,0.2006673204791277,0.15,0.00707,0.0825,-0.3535517313000746,1,0.0334,0.6250105903482797,0,0.12,2
4YJ1sPlEa0nSUVzsLlZ7Zz,0.135,-0.4009985517496739,0.835,0.00553,0.0364,1.2629103577495038,0,0.0497,2.1930764769903117,0,0.27,2
1GqRmuG89ILDLcuAdcli6r,0.533,-0.7445462704808984,0.353,0.0,0.0975,0.6438857781049555,1,0.03,-0.0073026623187638,0,0.372,2
1aV8FeJiQpZXFY35rLNNu0,0.558,-0.7569809399264125,0.339,0.784,0.0261,0.3844026262691968,1,0.0623,1.2801294452058922,1,0.921,2
4fnJmewCdmTfErfSYSysyM,0.673,-0.0885939423483263,0.386,0.000165,0.0872,0.403077550075558,1,0.0411,0.2917990540192172,0,0.194,2
1GqRmuG89ILDLcuAdcli6r,0.533,-0.7445462704808984,0.353,0.0,0.0975,0.6438857781049555,1,0.03,-0.0073026623187638,0,0.372,2
1GEOSS415bZVHNuXWlCT6b,0.578,0.2006673204791277,0.15,0.00707,0.0825,-0.3535517313000746,1,0.0334,0.6250105903482797,0,0.12,2
6q3URBXG6Tr9pMU0bOlvrc,0.331,-0.4993236781102498,0.775,0.0607,0.0699,0.9487784815119716,1,0.117,1.1501638015982545,0,0.661,2
6SlI8JYwFaESqre47wrQZz,0.251,-0.4878484158382928,0.408,0.000377,0.162,0.9664705145916828,1,0.0349,0.1111287358005597,0,0.292,2
2loweLvzkHJTe7sbbw1nO8,0.439,-0.2091782557306942,0.265,0.000833,0.103,0.52043470283764,1,0.0308,-0.0509093397062061,0,0.247,2
66YHxyGAUGjMBDdrDlWIMD,0.315,-0.3547212645545686,0.218,0.0012,0.226,0.0631939367997803,1,0.0728,1.960748512311172,0,0.156,2
4fnJmewCdmTfErfSYSysyM,0.673,-0.0885939423483263,0.386,0.000165,0.0872,0.403077550075558,1,0.0411,0.2917990540192172,0,0.194,2
4hO2y5DRbeMppklIroS1O8,0.353,0.3913589021762756,0.413,0.392,0.13,0.5328191259934374,1,0.0275,1.8589776910083011,0,0.0646,2
32s9tDIJi5HBI9iE2NQ3dn,0.537,-0.6631753738295049,0.632,0.893,0.135,0.5955275543537458,1,0.0649,1.5738748025279323,0,0.189,2
4GIq6ZUGqM8qRTJF1BOery,0.429,-1.0295748546014831,0.215,0.778,0.0605,-0.5658561282566041,1,0.0328,1.4555748488016382,1,0.582,2
0L0HAZg6FGrBAS6QE7B1eI,0.429,-0.2012067108327568,0.3,0.000474,0.231,0.9527100444185744,1,0.0336,0.2353436872131688,1,0.0524,2
3KvKMHMlRj30a7IjHXQVzu,0.714,0.1092038366000212,0.224,0.201,0.243,-0.0117023365709954,1,0.0319,0.6266207841628878,1,0.339,2
4572xNdecYYfXEke0hvbfz,0.507,-0.7354271993557654,0.327,0.46,0.0792,0.281592256261544,1,0.0315,-0.0984593488845251,0,0.221,2
6FBPOJLxUZEair6x4kLDhf,0.277,-0.4034958321867269,0.672,0.936,0.423,0.5807841934539867,1,0.0901,1.1299870872682698,0,0.505,2
3ieDOGcOqVxScs2VZBzidt,0.442,-0.000681205606649,0.56,0.0322,0.151,0.3647448117361848,1,0.0361,1.6556989371886195,0,0.475,2
1GqRmuG89ILDLcuAdcli6r,0.533,-0.7445462704808984,0.353,0.0,0.0975,0.6438857781049555,1,0.03,-0.0073026623187638,0,0.372,2
4pfuHQ4hdkUyDEYsMhgXHm,0.695,-0.1666633496083616,0.388,0.00213,0.0583,0.5281012505055146,1,0.0326,0.2698478403833384,0,0.639,2
0X0SM0KFf88MFvvnJNmi6D,0.402,-0.1218910148423654,0.404,0.87,0.375,0.2464047682474524,0,0.0418,0.1730061838190634,0,0.557,2
0X0SM0KFf88MFvvnJNmi6D,0.402,-0.1218910148423654,0.404,0.87,0.375,0.2464047682474524,0,0.0418,0.1730061838190634,0,0.557,2
0L0HAZg6FGrBAS6QE7B1eI,0.429,-0.2012067108327568,0.3,0.000474,0.231,0.9527100444185744,1,0.0336,0.2353436872131688,1,0.0524,2
3TO7bbrUKrOSPGRTB5MeCz,0.359,0.5724564121378529,0.48,0.0043,0.178,0.7364740845554422,1,0.0841,0.1342300878754445,0,0.355,2
4YJ1sPlEa0nSUVzsLlZ7Zz,0.135,-0.4009985517496739,0.835,0.00553,0.0364,1.2629103577495038,0,0.0497,2.1930764769903117,0,0.27,2
2YcxeBmk9hvMH7RFFyqnIr,0.334,-0.0911053317144021,0.651,0.631,0.0898,0.7474824606939288,0,0.0401,0.1890752608668847,0,0.34,2
2gTnu5RZNVFVnWdjLnyUA5,0.251,-0.4179245636008105,0.148,0.432,0.106,-1.0850190100734518,1,0.0432,2.968729840255715,0,0.0569,2
1bQ4zbP8Fo0qAePTSOfYji,0.287,0.4092349152482873,0.499,0.000652,0.102,0.8732924737052058,1,0.0437,1.9794464772195788,0,0.142,2
1GEOSS415bZVHNuXWlCT6b,0.578,0.2006673204791277,0.15,0.00707,0.0825,-0.3535517313000746,1,0.0334,0.6250105903482797,0,0.12,2
1bQ4zbP8Fo0qAePTSOfYji,0.287,0.4092349152482873,0.499,0.000652,0.102,0.8732924737052058,1,0.0437,1.9794464772195788,0,0.142,2
6mFkJmJqdDVQ1REhVfGgd1,0.481,0.1999665770043238,0.262,0.0114,0.832,-0.0380438080452316,1,0.0414,0.2188802769862598,0,0.375,2
2Daa7Ho3dsxTcdkrFABz0D,0.334,1.0318290321943877,0.581,0.248,0.876,0.6071256649282228,1,0.0657,0.4542314627050707,0,0.0605,2
7L1n9EL0Sh0LMOyxDI7rxr,0.323,-0.5253217313231099,0.421,0.00204,0.24,1.2752947809053017,0,0.0402,0.0087006925325434,0,0.148,2
05uGBKRCuePsf43Hfm0JwX,0.324,-0.3083169969982572,0.265,0.341,0.366,0.4203764268646088,1,0.0302,0.5707240560272139,0,0.208,2
3ieDOGcOqVxScs2VZBzidt,0.442,-0.000681205606649,0.56,0.0322,0.151,0.3647448117361848,1,0.0361,1.6556989371886195,0,0.475,2
24YmWQgunJGAU8El3ndkyn,0.316,-0.4420931590170348,0.49,0.367,0.0537,0.188414215375067,1,0.0391,1.1797059289315708,1,0.267,2
6n8xwCfq8u2AmbZWVG6Lyv,0.328,0.3079610227219258,0.447,0.0277,0.103,0.9609663265224392,1,0.0305,0.4451617995860554,0,0.0425,2
7krbQbYq63hcwVMNW1R0tD,0.361,0.097201840977876,0.211,0.00174,0.0857,-0.1135298158519978,1,0.0313,0.8683470229436158,0,0.222,2
3KvKMHMlRj30a7IjHXQVzu,0.714,0.1092038366000212,0.224,0.201,0.243,-0.0117023365709954,1,0.0319,0.6266207841628878,1,0.339,2
1yZqNn4TSQ9cpdahcFXfwI,0.386,-0.3933421062665813,0.335,0.796,0.813,0.4994008412873169,1,0.0344,1.7317066574577633,0,0.125,2
5OFi9CIyD6s1oENyHapK2W,0.292,-0.1724950402711595,0.454,0.509,0.719,0.1270818340320692,1,0.0316,1.140798388594923,1,0.105,2
4TUStFzBGQqn0GrkzVWFV4,0.33,-0.964194077509374,0.283,0.0947,0.235,-0.0854191410697905,1,0.061,1.3723705480141442,0,0.287,2
6FBPOJLxUZEair6x4kLDhf,0.277,-0.4034958321867269,0.672,0.936,0.423,0.5807841934539867,1,0.0901,1.1299870872682698,0,0.505,2
3h31xJfV4OpCYKlzSpazLy,0.593,0.0773223599846127,0.706,0.0129,0.0806,0.5357677981733893,1,0.0467,0.0367312093460236,0,0.345,2
0L0HAZg6FGrBAS6QE7B1eI,0.429,-0.2012067108327568,0.3,0.000474,0.231,0.9527100444185744,1,0.0336,0.2353436872131688,1,0.0524,2
73OIUNKRi2y24Cu9cOLrzM,0.389,-0.3143462126673756,0.563,0.903,0.104,-1.1115570596930178,1,0.0622,1.616528508065913,0,0.134,2
4gJrRkskBk1oyooA4qm67a,0.418,-0.428915419309648,0.785,1.08e-05,0.764,0.9729575933875766,1,0.185,-0.0552798657744274,0,0.233,2
7F02x6EKYIQV3VcTaTm7oN,0.587,-0.0648250999210841,0.302,0.00216,0.128,0.1101761135336788,1,0.0293,-0.1229080059879593,0,0.19,2
0j9iv7tRpEpTGSGpkCMJve,0.231,-0.328257616683953,0.376,0.000572,0.0606,0.9118217901899092,1,0.0335,0.412267840230494,0,0.344,2
4fnJmewCdmTfErfSYSysyM,0.673,-0.0885939423483263,0.386,0.000165,0.0872,0.403077550075558,1,0.0411,0.2917990540192172,0,0.194,2
6n8xwCfq8u2AmbZWVG6Lyv,0.328,0.3079610227219258,0.447,0.0277,0.103,0.9609663265224392,1,0.0305,0.4451617995860554,0,0.0425,2
0GML1aXwt0GJH8XRvcH7Fl,0.202,-0.1867920883476961,0.746,0.00281,0.138,1.4879923341524914,1,0.0659,1.9586454020227049,0,0.53,2
5VWC7v2dC2K0SIIjT9WTLN,0.381,0.7499185213878635,0.358,0.169,0.0747,0.6120401185614759,1,0.0365,0.5609643098447938,0,0.036,2
0vFOzaXqZHahrZp6enQwQb,0.468,0.4261327092413782,0.536,0.00199,0.269,1.0053929873670462,0,0.144,0.3304437055698067,1,0.785,2
3ieDOGcOqVxScs2VZBzidt,0.442,-0.000681205606649,0.56,0.0322,0.151,0.3647448117361848,1,0.0361,1.6556989371886195,0,0.475,2
4YJ1sPlEa0nSUVzsLlZ7Zz,0.135,-0.4009985517496739,0.835,0.00553,0.0364,1.2629103577495038,0,0.0497,2.1930764769903117,0,0.27,2
2GoeLsETNdx8lRoWW2aeNj,0.602,0.5503900471460406,0.426,0.0473,0.104,0.043142965976108,1,0.0404,0.2037313106896427,0,0.363,2
5VWC7v2dC2K0SIIjT9WTLN,0.381,0.7499185213878635,0.358,0.169,0.0747,0.6120401185614759,1,0.0365,0.5609643098447938,0,0.036,2
3TO7bbrUKrOSPGRTB5MeCz,0.359,0.5724564121378529,0.48,0.0043,0.178,0.7364740845554422,1,0.0841,0.1342300878754445,0,0.355,2
4gJrRkskBk1oyooA4qm67a,0.418,-0.428915419309648,0.785,1.08e-05,0.764,0.9729575933875766,1,0.185,-0.0552798657744274,0,0.233,2
5OFi9CIyD6s1oENyHapK2W,0.292,-0.1724950402711595,0.454,0.509,0.719,0.1270818340320692,1,0.0316,1.140798388594923,1,0.105,2
3TO7bbrUKrOSPGRTB5MeCz,0.359,0.5724564121378529,0.48,0.0043,0.178,0.7364740845554422,1,0.0841,0.1342300878754445,0,0.355,2
1IAiDrvZCOx8AHlNZGY5yU,0.443,-0.1219098267477293,0.152,0.000117,0.132,0.7238930832543145,1,0.037,0.6443329161235742,1,0.201,2
7krbQbYq63hcwVMNW1R0tD,0.361,0.097201840977876,0.211,0.00174,0.0857,-0.1135298158519978,1,0.0313,0.8683470229436158,0,0.222,2
